product_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,product_line,days_of_supply,stock_status,stock_value,excess_value
ITM10370,Apparel,475,49,9,5,18.75,2.02,0.6,L9,D,85,4.33,185.17,1.88,6,0.78,601,9.95,0.41,2024-08-12,47.23,0.463,Packaging,25.333333333333332,Understock,87955.75,0.0
ITM10371,Pharma,64,54,10,7,16.61,2.5,0.13,L87,A,49,1.37,35.09,1.31,1,0.99,228,2.63,0.87,2024-05-29,84.36,0.656,Safety Products,3.853100541842264,Understock,2245.76,0.0
ITM10372,Apparel,233,86,9,4,44.84,3.19,0.63,L31,A,10,2.48,195.26,1.96,6,0.85,284,8.56,0.41,2024-12-20,295.49,0.45,Packaging,5.1962533452274755,Understock,45495.579999999994,0.0
ITM10373,Groceries,78,58,14,7,25.34,5.34,0.49,L52,C,157,0.61,16.37,1.53,9,0.92,941,2.52,0.32,2024-02-05,229.44,0.349,MRO Supplies,3.0781373322809786,Understock,1276.8600000000001,0.0
ITM10374,Electronics,151,96,11,6,30.4,5.35,0.12,L16,A,117,1.24,110.18,0.3,7,0.91,109,5.5,0.79,2024-07-28,149.78,0.643,Industrial Hardware,4.967105263157895,Understock,16637.18,0.0
ITM10375,Groceries,123,29,13,8,9.86,8.24,0.93,L73,B,168,4.73,65.29,1.72,2,0.85,277,12.26,0.82,2024-12-10,75.55,0.685,MRO Supplies,12.474645030425965,Understock,8030.670000000001,0.0
ITM10376,Pharma,214,26,11,9,27.51,7.65,0.11,L32,B,77,3.1,164.64,0.38,2,0.77,288,2.41,0.87,2024-09-12,176.3,0.682,Safety Products,7.778989458378771,Understock,35232.96,0.0
ITM10377,Apparel,432,37,8,4,14.46,9.18,0.62,L75,A,21,4.13,51.33,1.42,1,0.85,617,7.43,0.89,2024-03-12,77.24,0.685,Packaging,29.875518672199167,Understock,22174.559999999998,0.0
ITM10378,Apparel,176,50,9,5,36.8,8.41,0.97,L77,A,159,2.69,12.19,1.05,0,0.9,795,9.48,0.59,2024-11-20,66.0,0.719,Packaging,4.782608695652175,Understock,2145.44,0.0
ITM10379,Automotive,117,75,4,6,41.79,2.91,0.31,L6,A,138,4.26,88.78,1.44,2,0.84,133,14.17,0.52,2024-06-04,37.19,0.677,Warehouse Equipment,2.799712849964106,Understock,10387.26,0.0
ITM10380,Apparel,245,34,11,6,36.03,3.65,0.33,L80,C,135,2.93,22.18,1.55,9,0.72,764,11.32,0.8,2024-05-03,110.3,0.52,Packaging,6.799888981404385,Understock,5434.1,0.0
ITM10381,Automotive,431,67,14,8,36.78,5.25,0.1,L11,C,10,0.52,65.12,1.63,6,0.71,90,2.95,0.66,2024-05-09,167.1,0.43,Warehouse Equipment,11.71832517672648,Understock,28066.72,0.0
ITM10382,Electronics,224,50,3,3,26.11,0.64,0.16,L54,B,140,4.55,132.31,1.69,8,0.8,487,14.56,0.97,2024-12-03,56.21,0.619,Industrial Hardware,8.579088471849866,Understock,29637.440000000002,0.0
ITM10383,Pharma,98,15,3,4,35.89,9.09,0.14,L85,C,126,1.17,65.99,1.71,8,0.75,578,7.69,0.5,2024-03-19,68.13,0.422,Safety Products,2.7305656171635553,Understock,6467.0199999999995,0.0
ITM10384,Automotive,143,84,5,8,21.71,0.92,0.84,L75,C,158,2.53,56.7,0.88,5,0.97,154,6.18,0.23,2024-08-04,123.43,0.534,Warehouse Equipment,6.586826347305389,Understock,8108.1,0.0
ITM10385,Electronics,490,47,14,6,32.92,3.56,0.85,L73,D,22,2.65,39.54,1.79,5,0.75,586,2.8,0.67,2024-07-12,151.96,0.442,Industrial Hardware,14.884568651275819,Understock,19374.6,0.0
ITM10386,Apparel,447,15,8,5,13.69,5.91,0.75,L67,B,150,0.71,35.68,1.47,4,0.82,431,14.07,0.48,2024-02-07,231.06,0.621,Packaging,32.65157048940833,Healthy,15948.96,0.0
ITM10387,Apparel,237,54,7,8,4.42,5.42,0.42,L41,B,114,0.74,109.91,1.69,1,0.91,142,9.21,0.47,2024-08-17,174.32,0.61,Packaging,53.619909502262445,Understock,26048.67,0.0
ITM10388,Electronics,23,84,4,3,21.26,6.72,0.84,L34,A,170,3.93,139.49,1.98,6,0.94,264,14.83,0.65,2024-11-02,189.13,0.598,Industrial Hardware,1.0818438381937912,Understock,3208.2700000000004,0.0
ITM10389,Apparel,109,23,11,6,23.63,5.51,0.59,L27,D,143,1.85,96.02,0.32,0,0.84,954,3.43,0.94,2024-09-02,211.9,0.77,Packaging,4.612780363944139,Understock,10466.18,0.0
ITM10390,Electronics,123,75,12,8,13.56,2.68,0.37,L86,A,34,2.34,33.48,0.8,5,0.75,745,8.64,0.41,2024-10-25,140.79,0.567,Industrial Hardware,9.070796460176991,Understock,4118.04,0.0
ITM10391,Automotive,412,49,6,4,36.66,2.41,0.49,L92,C,160,3.04,133.07,1.63,3,0.78,266,2.54,0.5,2024-07-24,109.51,0.467,Warehouse Equipment,11.238406983087835,Understock,54824.84,0.0
ITM10392,Automotive,138,12,6,3,4.6,9.12,0.16,L41,B,97,2.18,115.85,0.26,2,0.83,538,8.34,0.91,2024-09-30,242.12,0.793,Warehouse Equipment,30.000000000000004,Healthy,15987.3,0.0
ITM10393,Electronics,152,33,7,4,11.91,3.01,0.95,L31,C,110,3.99,82.44,1.13,0,0.81,200,13.46,0.92,2024-09-16,250.21,0.812,Industrial Hardware,12.762384550797648,Understock,12530.88,0.0
ITM10394,Automotive,331,28,10,4,37.68,3.17,0.66,L34,C,35,4.48,72.71,1.73,5,0.8,423,2.53,0.39,2024-12-20,54.65,0.399,Warehouse Equipment,8.784501061571126,Understock,24067.01,0.0
ITM10395,Automotive,115,27,12,4,22.42,4.42,0.76,L51,D,141,0.77,44.8,0.14,6,0.74,819,4.78,0.77,2024-08-02,286.48,0.632,Warehouse Equipment,5.1293487957181085,Understock,5152.0,0.0
ITM10396,Automotive,487,73,6,8,35.56,1.82,0.71,L17,D,111,3.36,37.8,1.89,0,0.97,862,10.55,0.53,2024-10-05,279.68,0.652,Warehouse Equipment,13.695163104611922,Understock,18408.6,0.0
ITM10397,Groceries,453,97,7,3,28.81,5.32,0.7,L86,B,172,1.93,74.37,1.96,0,0.71,680,2.07,0.95,2024-01-19,262.55,0.564,MRO Supplies,15.723707046164527,Understock,33689.61,0.0
ITM10398,Pharma,350,44,14,8,47.58,6.82,0.12,L83,B,109,3.12,17.91,0.71,6,0.83,498,7.36,0.79,2024-07-03,132.57,0.631,Safety Products,7.3560319461958805,Understock,6268.5,0.0
ITM10399,Apparel,162,71,6,8,30.29,7.97,0.57,L39,D,34,2.68,92.96,1.56,5,0.99,471,5.66,0.6,2024-12-25,254.23,0.537,Packaging,5.3482997689006275,Understock,15059.519999999999,0.0
ITM10400,Groceries,307,10,8,8,1.73,7.26,0.84,L59,D,157,2.0,124.3,0.34,6,0.9,695,12.73,0.85,2024-10-01,192.14,0.766,MRO Supplies,177.45664739884393,Overstock,38160.1,34431.1
ITM10401,Automotive,47,34,14,6,18.29,1.9,0.14,L41,D,10,0.93,188.91,1.57,7,0.81,993,1.69,1.0,2024-10-31,69.56,0.488,Warehouse Equipment,2.569710224166211,Understock,8878.77,0.0
ITM10402,Electronics,297,54,5,7,8.01,4.83,0.96,L97,D,103,3.02,128.91,1.01,7,0.74,989,13.09,0.56,2024-11-22,234.72,0.594,Industrial Hardware,37.07865168539326,Understock,38286.27,0.0
ITM10403,Automotive,252,58,10,2,46.31,0.87,0.48,L10,B,77,1.01,128.57,1.73,8,0.99,256,10.85,0.5,2024-02-13,127.77,0.51,Warehouse Equipment,5.441589289570287,Understock,32399.64,0.0
ITM10404,Pharma,36,98,8,6,6.1,0.67,0.36,L2,B,32,1.2,81.14,0.5,8,0.7,824,5.16,0.69,2024-02-25,94.73,0.537,Safety Products,5.901639344262295,Understock,2921.04,0.0
ITM10405,Automotive,78,25,12,3,20.0,4.68,0.58,L59,C,115,4.92,35.33,1.38,6,0.9,883,3.77,0.75,2024-05-07,264.7,0.522,Warehouse Equipment,3.9,Understock,2755.74,0.0
ITM10406,Electronics,109,28,7,2,12.08,2.9,0.82,L80,C,159,1.93,94.92,1.59,8,0.96,751,14.3,0.76,2024-12-02,260.06,0.616,Industrial Hardware,9.02317880794702,Understock,10346.28,0.0
ITM10407,Pharma,218,32,4,2,42.49,6.99,0.53,L73,C,104,3.13,123.75,0.48,5,0.71,719,8.75,0.58,2024-12-06,260.67,0.627,Safety Products,5.130618969169216,Understock,26977.5,0.0
ITM10408,Automotive,381,92,12,2,16.12,7.38,0.68,L13,B,71,1.73,147.57,1.65,8,0.92,526,5.83,0.47,2024-06-30,259.26,0.431,Warehouse Equipment,23.635235732009924,Understock,56224.17,0.0
ITM10409,Pharma,460,34,12,7,49.6,9.01,0.55,L10,A,138,4.39,166.96,1.92,1,1.0,637,1.62,0.86,2024-03-26,170.73,0.582,Safety Products,9.274193548387096,Understock,76801.6,0.0
ITM10410,Apparel,45,25,9,8,2.89,7.73,0.67,L69,C,77,1.78,58.63,1.27,1,0.89,613,3.32,0.97,2024-11-27,188.91,0.669,Packaging,15.570934256055363,Understock,2638.35,0.0
ITM10411,Apparel,44,63,4,9,7.29,0.96,0.22,L28,A,156,2.15,55.83,1.59,5,0.82,275,9.37,0.89,2024-11-09,285.17,0.608,Packaging,6.035665294924554,Understock,2456.52,0.0
ITM10412,Automotive,413,82,3,5,12.01,4.03,0.13,L65,A,39,3.24,117.41,1.11,2,0.96,655,8.18,0.75,2024-01-23,47.51,0.7,Warehouse Equipment,34.388009991673606,Understock,48490.33,0.0
ITM10413,Pharma,320,10,9,3,40.74,3.09,0.22,L34,A,138,4.41,117.54,1.24,1,0.87,853,11.61,0.49,2024-10-15,243.82,0.683,Safety Products,7.854688267059401,Understock,37612.8,0.0
ITM10414,Electronics,358,51,7,9,44.05,4.17,0.36,L17,D,57,4.17,51.41,0.13,7,0.92,852,12.69,0.7,2024-11-26,162.62,0.74,Industrial Hardware,8.127128263337118,Understock,18404.78,0.0
ITM10415,Automotive,286,28,3,7,4.5,2.02,0.33,L45,B,28,1.69,121.62,1.1,6,0.88,883,6.56,0.28,2024-12-12,293.74,0.489,Warehouse Equipment,63.55555555555556,Healthy,34783.32,0.0
ITM10416,Apparel,480,43,6,7,2.59,1.43,0.65,L9,B,136,4.23,75.72,1.19,7,0.71,739,2.41,0.63,2024-11-27,195.37,0.441,Packaging,185.32818532818533,Overstock,36345.6,26577.72
ITM10417,Apparel,200,89,14,5,37.48,5.45,0.51,L32,C,159,3.66,131.47,1.37,5,0.76,436,12.08,0.82,2024-07-23,57.14,0.64,Packaging,5.3361792956243335,Understock,26294.0,0.0
ITM10418,Automotive,475,64,6,2,7.53,7.34,0.13,L48,C,59,4.95,65.3,0.42,8,0.72,155,8.75,0.4,2024-06-18,246.49,0.539,Warehouse Equipment,63.081009296148736,Understock,31017.5,0.0
ITM10419,Pharma,379,27,12,8,7.52,7.17,0.13,L37,B,143,4.71,122.54,0.56,8,0.73,125,14.72,0.6,2024-08-08,205.07,0.646,Safety Products,50.39893617021277,Healthy,46442.66,0.0
ITM10420,Apparel,87,43,9,5,2.1,4.78,0.18,L21,D,158,2.9,155.98,1.54,1,0.7,565,12.15,0.26,2024-02-24,53.19,0.58,Packaging,41.42857142857142,Understock,13570.259999999998,0.0
ITM10421,Pharma,370,98,11,9,3.44,5.46,0.42,L57,B,156,3.87,196.23,0.42,9,0.83,872,5.61,0.87,2024-01-06,12.61,0.593,Safety Products,107.55813953488372,Healthy,72605.09999999999,0.0
ITM10422,Apparel,431,54,4,9,13.92,5.41,0.11,L70,A,174,3.07,183.1,0.89,4,0.75,997,7.0,0.48,2024-02-20,167.66,0.57,Packaging,30.96264367816092,Understock,78916.09999999999,0.0
ITM10423,Apparel,478,15,14,5,4.19,7.07,0.54,L91,B,72,3.18,105.67,0.58,8,0.96,236,4.3,0.67,2024-05-12,80.03,0.565,Packaging,114.08114558472553,Overstock,50510.26,45755.11
ITM10424,Groceries,340,30,3,7,19.08,0.96,0.42,L39,D,166,0.96,102.79,1.14,2,0.93,581,8.17,0.5,2024-04-23,261.5,0.641,MRO Supplies,17.819706498951785,Understock,34948.6,0.0
ITM10425,Apparel,68,79,4,3,41.81,7.24,0.6,L79,B,171,0.51,93.16,1.98,4,0.87,324,10.95,0.68,2024-09-18,82.77,0.578,Packaging,1.6264051662281749,Understock,6334.88,0.0
ITM10426,Electronics,194,57,9,4,16.99,6.03,0.75,L84,B,138,0.72,15.27,1.72,7,0.85,697,9.57,0.8,2024-09-22,202.23,0.546,Industrial Hardware,11.418481459682168,Understock,2962.38,0.0
ITM10427,Automotive,71,48,12,8,36.66,2.38,0.33,L68,B,57,4.85,41.53,0.61,1,0.78,588,5.79,0.46,2024-10-12,110.09,0.644,Warehouse Equipment,1.9367157665030008,Understock,2948.63,0.0
ITM10428,Automotive,121,40,8,9,5.6,0.97,0.24,L2,A,98,1.07,21.25,0.8,5,0.84,697,12.53,0.62,2024-10-24,111.59,0.679,Warehouse Equipment,21.607142857142858,Understock,2571.25,0.0
ITM10429,Pharma,235,19,6,9,33.31,1.53,0.35,L86,C,136,0.7,142.31,1.85,3,0.89,67,2.47,0.84,2024-12-18,62.73,0.534,Safety Products,7.054938456919843,Understock,33442.85,0.0
ITM10430,Apparel,457,39,3,5,16.52,5.48,0.1,L71,D,158,1.89,88.51,1.81,5,0.93,334,3.0,0.75,2024-10-21,155.79,0.495,Packaging,27.663438256658598,Understock,40449.07,0.0
ITM10431,Electronics,207,27,3,8,37.74,7.7,0.21,L39,A,171,3.15,22.12,0.41,2,0.72,351,6.66,0.25,2024-04-23,177.99,0.602,Industrial Hardware,5.484896661367249,Understock,4578.84,0.0
ITM10432,Pharma,76,69,7,5,7.68,3.68,0.78,L85,B,163,4.77,141.21,1.68,5,0.91,548,10.83,0.66,2024-08-16,178.49,0.59,Safety Products,9.895833333333334,Understock,10731.960000000001,0.0
ITM10433,Groceries,66,97,3,2,45.0,4.1,0.3,L14,B,45,3.65,132.44,0.67,6,0.92,981,10.72,0.5,2024-07-10,258.42,0.64,MRO Supplies,1.4666666666666666,Understock,8741.039999999999,0.0
ITM10434,Pharma,178,82,14,8,12.89,9.37,0.99,L18,C,160,1.74,146.79,1.13,9,0.87,948,6.13,0.77,2024-07-19,199.18,0.517,Safety Products,13.809154383242824,Understock,26128.62,0.0
ITM10435,Pharma,193,24,9,2,18.3,2.52,0.25,L34,C,90,4.73,123.97,0.11,2,0.76,954,10.75,0.21,2024-08-25,224.67,0.686,Safety Products,10.546448087431694,Understock,23926.21,0.0
ITM10436,Apparel,261,13,13,9,47.56,1.49,0.81,L15,C,56,0.66,40.69,2.0,4,0.86,699,1.85,0.46,2024-12-13,103.8,0.409,Packaging,5.48780487804878,Understock,10620.09,0.0
ITM10437,Groceries,301,72,3,7,29.35,3.76,0.73,L14,A,157,4.91,21.66,1.55,7,0.85,793,5.06,0.27,2024-10-28,132.0,0.396,MRO Supplies,10.255536626916523,Understock,6519.66,0.0
ITM10438,Pharma,260,49,3,2,18.92,7.59,0.39,L96,D,36,0.76,165.26,0.56,1,0.84,901,10.71,0.94,2024-12-19,15.3,0.823,Safety Products,13.742071881606764,Understock,42967.6,0.0
ITM10439,Electronics,389,18,4,8,47.53,6.45,0.4,L71,C,174,3.89,51.0,1.4,6,0.84,306,3.58,0.9,2024-09-13,32.94,0.536,Industrial Hardware,8.18430464969493,Understock,19839.0,0.0
ITM10440,Electronics,24,18,13,6,17.12,4.45,0.61,L20,B,61,0.7,113.08,0.66,0,0.73,268,3.98,0.97,2024-03-18,121.68,0.727,Industrial Hardware,1.4018691588785046,Understock,2713.92,0.0
ITM10441,Automotive,103,35,14,8,5.65,9.67,0.87,L35,D,84,4.69,102.19,0.27,6,0.75,693,2.22,0.71,2024-06-25,70.82,0.575,Warehouse Equipment,18.23008849557522,Understock,10525.57,0.0
ITM10442,Groceries,327,13,12,5,49.85,7.48,0.45,L37,B,101,0.99,185.0,0.91,0,0.73,993,6.1,0.85,2024-01-13,245.76,0.706,MRO Supplies,6.559679037111334,Understock,60495.0,0.0
ITM10443,Groceries,380,90,5,2,14.12,1.09,0.16,L78,B,71,0.73,114.96,1.27,3,0.77,406,12.55,0.69,2024-09-04,206.18,0.672,MRO Supplies,26.91218130311615,Understock,43684.799999999996,0.0
ITM10444,Automotive,478,25,13,3,42.71,7.57,0.44,L27,D,75,4.5,120.2,0.27,3,0.78,305,12.71,0.59,2024-02-23,291.39,0.756,Warehouse Equipment,11.191758370405058,Understock,57455.6,0.0
ITM10445,Pharma,267,24,3,6,9.11,0.73,0.29,L92,A,161,0.93,70.71,1.08,4,0.77,657,13.07,0.87,2024-05-31,267.24,0.714,Safety Products,29.308452250274424,Healthy,18879.57,0.0
ITM10446,Groceries,73,61,11,7,36.84,6.68,0.95,L44,D,89,4.09,192.15,1.08,1,0.76,323,1.51,0.82,2024-07-31,293.52,0.608,MRO Supplies,1.9815418023887077,Understock,14026.95,0.0
ITM10447,Electronics,180,78,12,4,26.7,2.5,0.73,L27,C,149,3.86,126.35,1.29,5,0.92,383,14.91,0.79,2024-02-13,115.93,0.712,Industrial Hardware,6.741573033707866,Understock,22743.0,0.0
ITM10448,Electronics,453,14,10,5,49.06,7.12,0.15,L88,D,153,3.19,10.95,0.56,5,0.95,862,8.04,0.92,2024-02-29,150.47,0.725,Industrial Hardware,9.233591520587035,Understock,4960.349999999999,0.0
ITM10449,Apparel,441,29,7,5,28.09,3.44,0.36,L82,C,173,2.2,115.66,0.14,7,0.8,417,13.22,0.94,2024-03-13,118.06,0.77,Packaging,15.699537201851193,Understock,51006.06,0.0
ITM10450,Groceries,430,88,13,3,2.23,8.79,0.15,L34,C,139,4.62,79.13,0.72,9,0.79,64,13.67,0.56,2024-06-27,289.65,0.6,MRO Supplies,192.8251121076233,Healthy,34025.9,0.0
ITM10451,Pharma,245,27,4,4,30.59,3.7,0.85,L65,D,73,4.42,16.1,0.86,0,0.95,228,8.2,0.43,2024-06-08,126.79,0.699,Safety Products,8.009153318077804,Understock,3944.5000000000005,0.0
ITM10452,Automotive,34,11,7,9,8.12,6.39,0.92,L63,D,38,2.42,91.99,1.31,3,0.89,494,1.72,0.61,2024-06-24,43.86,0.532,Warehouse Equipment,4.187192118226601,Understock,3127.66,0.0
ITM10453,Automotive,243,22,8,4,40.13,3.22,0.2,L33,C,96,1.54,156.98,1.87,1,0.79,821,9.36,0.27,2024-08-21,82.65,0.53,Warehouse Equipment,6.055320209319711,Understock,38146.14,0.0
ITM10454,Pharma,80,13,3,7,42.97,9.21,0.5,L7,B,105,1.73,105.72,0.49,7,0.91,452,5.68,0.95,2024-04-15,133.2,0.659,Safety Products,1.8617640214102862,Understock,8457.6,0.0
ITM10455,Apparel,141,51,13,7,24.62,7.92,0.94,L12,D,40,1.49,131.5,1.41,3,0.8,137,3.89,0.99,2024-09-23,184.87,0.609,Packaging,5.727051177904142,Understock,18541.5,0.0
ITM10456,Automotive,296,83,6,6,39.38,2.81,0.23,L82,A,92,2.94,131.55,0.29,7,0.88,143,3.56,0.72,2024-09-04,189.25,0.598,Warehouse Equipment,7.516505840528186,Understock,38938.8,0.0
ITM10457,Groceries,65,70,11,9,8.11,9.51,0.36,L55,C,152,4.41,137.49,0.46,1,1.0,894,8.83,0.8,2024-06-27,230.05,0.812,MRO Supplies,8.014796547472256,Understock,8936.85,0.0
ITM10458,Apparel,472,17,4,5,25.11,3.89,0.37,L36,B,42,3.98,83.64,1.07,3,0.79,444,2.46,0.46,2024-08-31,197.88,0.516,Packaging,18.797291915571485,Healthy,39478.08,0.0
ITM10459,Groceries,409,76,7,2,20.3,6.69,0.13,L6,D,109,4.08,80.3,1.45,8,0.98,77,12.5,0.89,2024-02-19,152.54,0.636,MRO Supplies,20.147783251231527,Understock,32842.7,0.0
ITM10460,Electronics,313,72,3,7,30.95,7.56,0.13,L1,D,157,2.52,10.87,1.73,4,0.8,746,4.18,0.92,2024-08-12,18.75,0.547,Industrial Hardware,10.11308562197092,Understock,3402.31,0.0
ITM10461,Apparel,81,18,6,3,3.18,0.72,0.96,L43,B,82,1.95,39.3,1.51,5,0.86,124,8.69,0.26,2024-12-22,211.56,0.489,Packaging,25.471698113207545,Healthy,3183.2999999999997,0.0
ITM10462,Automotive,105,20,6,3,37.85,9.61,0.61,L99,A,175,3.91,190.65,0.13,9,0.84,103,2.76,0.31,2024-08-19,34.78,0.474,Warehouse Equipment,2.7741083223249667,Understock,20018.25,0.0
ITM10463,Apparel,465,51,8,3,4.88,3.77,0.38,L17,C,140,4.07,170.06,1.4,8,0.93,370,13.03,0.41,2024-06-12,145.96,0.542,Packaging,95.28688524590164,Healthy,79077.9,0.0
ITM10464,Apparel,229,22,12,8,33.17,2.3,0.44,L82,D,27,3.63,62.27,1.67,8,0.72,608,10.69,0.76,2024-02-04,269.95,0.512,Packaging,6.903828760928549,Understock,14259.83,0.0
ITM10465,Apparel,97,45,11,9,1.9,8.58,0.74,L34,A,135,0.64,86.23,1.1,6,0.89,809,3.89,0.35,2024-06-02,183.09,0.47,Packaging,51.05263157894737,Healthy,8364.31,0.0
ITM10466,Apparel,221,22,5,9,41.76,7.18,0.43,L21,C,16,3.15,188.59,1.93,1,0.93,283,11.02,0.38,2024-01-23,67.7,0.596,Packaging,5.292145593869732,Understock,41678.39,0.0
ITM10467,Groceries,321,21,11,7,9.56,1.32,0.3,L95,A,172,2.06,57.58,0.11,6,0.84,679,2.16,0.51,2024-12-29,244.31,0.568,MRO Supplies,33.57740585774059,Healthy,18483.18,0.0
ITM10468,Electronics,416,46,8,7,26.26,1.61,0.19,L57,C,133,1.38,111.18,1.66,8,0.73,821,11.81,0.69,2024-02-28,97.12,0.515,Industrial Hardware,15.841584158415841,Understock,46250.880000000005,0.0
ITM10469,Pharma,242,83,9,3,13.81,7.29,0.76,L71,C,123,3.62,14.2,0.74,1,0.77,279,7.86,0.98,2024-01-12,177.41,0.761,Safety Products,17.523533671252714,Understock,3436.3999999999996,0.0
ITM10470,Apparel,241,82,14,9,36.41,1.21,0.26,L91,A,93,1.71,127.75,1.34,6,0.9,851,2.68,0.83,2024-06-24,194.4,0.528,Packaging,6.619060697610547,Understock,30787.75,0.0
ITM10471,Automotive,22,61,12,9,16.75,9.21,0.16,L55,C,93,4.61,186.71,1.42,6,0.97,802,8.71,0.65,2024-11-27,222.03,0.578,Warehouse Equipment,1.3134328358208955,Understock,4107.62,0.0
ITM10472,Apparel,497,80,4,7,36.51,7.54,0.48,L72,D,92,1.84,178.1,0.68,2,0.83,381,3.81,0.24,2024-02-25,28.84,0.557,Packaging,13.612708846891264,Understock,88515.7,0.0
ITM10473,Automotive,25,11,13,8,14.96,3.69,0.14,L2,D,114,3.0,105.37,1.99,5,0.87,743,10.42,0.61,2024-12-12,257.74,0.536,Warehouse Equipment,1.6711229946524062,Understock,2634.25,0.0
ITM10474,Groceries,112,65,12,2,37.87,3.95,0.97,L15,A,111,4.22,133.43,0.3,7,0.77,521,10.92,0.36,2024-03-25,43.02,0.602,MRO Supplies,2.957486136783734,Understock,14944.16,0.0
ITM10475,Automotive,27,69,8,2,2.5,5.31,0.66,L10,A,102,2.31,118.26,0.4,9,0.82,366,11.65,0.44,2024-05-04,37.41,0.587,Warehouse Equipment,10.8,Understock,3193.02,0.0
ITM10476,Pharma,447,32,8,6,14.88,3.93,0.24,L89,C,69,4.23,22.73,1.8,7,0.8,150,13.53,0.4,2024-09-21,142.5,0.5,Safety Products,30.04032258064516,Understock,10160.31,0.0
ITM10477,Electronics,254,49,4,9,25.43,7.94,0.26,L20,C,111,3.76,40.16,0.33,2,0.9,297,10.17,0.48,2024-03-30,117.93,0.739,Industrial Hardware,9.98820290994888,Understock,10200.64,0.0
ITM10478,Automotive,127,73,4,5,3.21,9.76,0.61,L70,A,33,4.64,193.13,0.82,5,1.0,529,7.88,0.25,2024-10-09,25.84,0.573,Warehouse Equipment,39.56386292834891,Understock,24527.51,0.0
ITM10479,Automotive,180,94,4,2,10.12,6.05,0.42,L5,B,118,1.97,58.63,1.49,1,0.94,910,12.96,0.66,2024-03-22,58.14,0.724,Warehouse Equipment,17.786561264822137,Understock,10553.4,0.0
ITM10480,Electronics,228,32,12,6,46.79,4.74,0.8,L48,A,176,0.97,83.05,1.6,1,0.76,919,13.6,0.24,2024-06-18,137.37,0.601,Industrial Hardware,4.872836076084633,Understock,18935.399999999998,0.0
ITM10481,Pharma,259,38,14,4,48.86,2.62,0.59,L75,B,149,2.44,106.7,1.91,7,0.87,674,11.94,0.73,2024-10-13,250.43,0.548,Safety Products,5.300859598853868,Understock,27635.3,0.0
ITM10482,Apparel,350,87,3,5,37.25,6.71,0.49,L71,B,103,4.04,196.04,1.6,9,0.72,270,14.19,0.78,2024-08-06,45.18,0.549,Packaging,9.395973154362416,Understock,68614.0,0.0
ITM10483,Automotive,352,99,7,9,13.36,7.01,0.97,L19,A,73,2.53,141.1,1.7,4,0.77,388,14.71,0.59,2024-08-24,40.31,0.618,Warehouse Equipment,26.347305389221557,Understock,49667.2,0.0
ITM10484,Electronics,69,60,10,2,13.77,7.01,0.45,L56,A,13,1.68,129.62,1.9,4,0.75,197,4.52,0.83,2024-04-28,243.4,0.506,Industrial Hardware,5.010893246187364,Understock,8943.78,0.0
ITM10485,Groceries,30,78,4,8,32.64,0.76,0.46,L17,A,103,0.62,109.64,1.15,3,0.8,948,3.57,0.97,2024-07-26,152.77,0.627,MRO Supplies,0.9191176470588235,Understock,3289.2,0.0
ITM10486,Electronics,370,98,7,4,6.76,9.04,0.7,L6,B,142,1.91,143.13,0.75,9,0.9,345,7.28,0.47,2024-11-18,114.47,0.516,Industrial Hardware,54.73372781065089,Understock,52958.1,0.0
ITM10487,Groceries,175,40,14,6,47.47,3.71,0.83,L40,D,25,3.71,136.16,1.55,3,0.85,758,14.96,0.7,2024-04-04,143.79,0.694,MRO Supplies,3.6865388666526226,Understock,23828.0,0.0
ITM10488,Pharma,89,59,10,2,12.02,7.57,0.66,L47,D,36,1.16,181.54,0.41,7,0.98,456,2.24,0.46,2024-04-05,129.15,0.537,Safety Products,7.40432612312812,Understock,16157.06,0.0
ITM10489,Apparel,188,29,12,9,49.98,7.72,0.73,L6,A,141,2.03,112.95,0.23,2,0.76,630,10.97,0.55,2024-11-23,236.75,0.745,Packaging,3.7615046018407363,Understock,21234.600000000002,0.0
ITM10490,Electronics,291,64,7,2,25.29,6.68,0.44,L46,A,81,0.59,90.09,1.59,2,0.81,527,12.91,0.22,2024-12-02,12.7,0.579,Industrial Hardware,11.506524317912218,Understock,26216.190000000002,0.0
ITM10491,Automotive,87,90,4,7,38.8,4.25,0.53,L27,C,57,3.75,163.36,1.91,7,0.8,849,14.95,0.26,2024-08-09,135.62,0.48,Warehouse Equipment,2.2422680412371134,Understock,14212.320000000002,0.0
ITM10492,Pharma,374,11,5,4,1.11,6.28,0.28,L88,C,145,4.46,161.96,0.94,2,0.77,73,9.68,0.84,2024-07-21,56.07,0.717,Safety Products,336.9369369369369,Overstock,60573.04,55228.36
ITM10493,Electronics,271,34,8,2,44.55,0.88,0.71,L32,C,90,3.06,42.27,0.41,1,1.0,930,6.32,0.31,2024-01-15,99.4,0.685,Industrial Hardware,6.083052749719417,Understock,11455.17,0.0
